,Unnamed: 0,cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
2566,3697,CVE-2022-2237,keycloak,keycloak-nodejs-connect,190a9470e234bbd9ac5d5de43f5a19aead9a2c21,20,-1,2022-06-28T00:00:00+00:00,2023-03-27T00:00:00+00:00
2568,3699,CVE-2022-22815,python-pillow,Pillow,1e092419b6806495c683043ab3feb6ce264f3b9c,-149,-149,2022-01-07T00:00:00+00:00,2022-01-07T00:00:00+00:00
2569,3700,CVE-2022-22815,python-pillow,Pillow,c48271ab354db49cdbd740bc45e13be4f0f7993c,-148,-148,2022-01-07T00:00:00+00:00,2022-01-07T00:00:00+00:00
2570,3701,CVE-2022-22816,python-pillow,Pillow,5543e4e2d409cd9e409bc64cdc77be0af007a31f,-33,-33,2022-01-07T00:00:00+00:00,2022-01-07T00:00:00+00:00
2571,3702,CVE-2022-22817,python-pillow,Pillow,8531b01d6cdf0b70f256f93092caa2a5d91afc11,-24,-24,2022-01-07T00:00:00+00:00,2022-01-07T00:00:00+00:00
2588,3730,CVE-2022-23451,openstack,barbican,7d270bacbe29a90a10f1855abc3b50dac0f08022,-17,-63,2022-01-19T00:00:00+00:00,2022-09-06T17:18:52+00:00
2589,3731,CVE-2022-23452,openstack,barbican,6c841b23afa8ed6fa4cd01ba1a6bebfb60f06ae5,-11,-56,2022-01-19T00:00:00+00:00,2022-09-01T20:57:45+00:00
2590,3733,CVE-2022-23458,nhn,tui.grid,e9db5968675ae113c07efc091cce210f2b26854f,46,-7,2022-01-19T00:00:00+00:00,2022-09-22T22:05:09+00:00
2596,3741,CVE-2022-23494,tinymce,tinymce,6923d85eba6de3e08ebc9c5a387b5abdaa21150e,444,-5,2022-01-19T21:23:53+00:00,2022-12-08T21:29:26+00:00
2604,3749,CVE-2022-23530,DataDog,guarddog,37c7d0767ba28f4df46117d478f97652594c491c,199,-8,2022-01-19T21:23:53+00:00,2022-12-16T22:56:33+00:00
2605,3750,CVE-2022-23531,DataDog,guarddog,98af5c8c1e9c15fa888c900252e76116b0ec25d1,186,-21,2022-01-19T21:23:53+00:00,2022-12-16T23:41:15+00:00
2606,3751,CVE-2022-23532,neo4j-contrib,neo4j-apoc-procedures,01e63ed2d187cd2a8aa1d78bf831ef0fdd69b522,191,-10,2022-01-19T21:23:53+00:00,2023-01-14T00:29:27+00:00
2607,3753,CVE-2022-23538,sylabs,scs-library-client,b5db2aacba6bf1231f42dd475cc32e6355ab47b2,48,0,2022-01-19T21:23:53+00:00,2023-01-17T20:06:25+00:00
2608,3754,CVE-2022-23538,sylabs,scs-library-client,eebd7caaab310b1fa803e55b8fc1acd9dcd2d00c,47,-1,2022-01-19T21:23:53+00:00,2023-01-17T20:06:25+00:00
2612,3758,CVE-2022-23551,Azure,aad-pod-identity,7e01970391bde6c360d077066ca17d059204cb5d,35,-28,2022-01-19T21:23:53+00:00,2022-12-21T19:50:15+00:00
2621,3819,CVE-2022-23647,PrismJS,prism,e002e78c343154e1c0ddf9d6a0bb85689e1a5c7c,16,-2,2022-01-19T00:00:00+00:00,2022-02-18T14:50:10+00:00
2622,3820,CVE-2022-23649,sigstore,cosign,96d410a6580e4e81d24d112a0855c70ca3fb5b49,78,-3,2022-01-19T00:00:00+00:00,2022-02-18T21:30:10+00:00
2625,3828,CVE-2022-24065,cookiecutter,cookiecutter,fdffddb31fd2b46344dfa317531ff155e7999f77,44,-4,2022-02-24T00:00:00+00:00,2022-06-03T20:00:14+00:00
2626,3829,CVE-2022-24066,steveukx,git-js,2040de601c894363050fef9f28af367b169a56c5,9,-4,2022-02-24T00:00:00+00:00,2022-04-01T20:00:16+00:00
2629,3833,CVE-2022-2422,feathersjs-ecosystem,feathers-sequelize,0f2d85f0b2d556f2b6c70423dcebdbd29d95e3dc,-3,-6,2022-07-15T00:00:00+00:00,2022-10-25T00:00:00+00:00
2632,3836,CVE-2022-24302,paramiko,paramiko,4c491e299c9b800358b16fa4886d8d94f45abe2e,10,-23,2022-02-02T00:00:00+00:00,2022-03-17T21:02:10+00:00
2633,3837,CVE-2022-24303,python-pillow,Pillow,10c4f75aaa383bd9671e923e3b91d391ea12d781,10,-370,2022-02-02T00:00:00+00:00,2022-03-28T00:00:00+00:00
2634,3838,CVE-2022-24303,python-pillow,Pillow,143032103c9f2d55a0a7960bd3e630cb72549e8a,-60,-440,2022-02-02T00:00:00+00:00,2022-03-28T00:00:00+00:00
2635,3839,CVE-2022-24304,Automattic,mongoose,6a197316564742c0422309e1b5fecfa4faec126e,1589,-311,2022-02-02T00:00:00+00:00,2022-08-26T04:44:09+00:00
2636,3840,CVE-2022-24304,Automattic,mongoose,a45cfb6b0ce0067ae9794cfa80f7917e1fb3c6f8,1588,-312,2022-02-02T00:00:00+00:00,2022-08-26T04:44:09+00:00
2637,3841,CVE-2022-24348,argoproj,argo-cd,78c2084f0febd159039ff785ddc2bd4ba1cecf88,8,-4,2022-02-02T00:00:00+00:00,2022-02-04T20:26:21+00:00
2638,3844,CVE-2022-24376,lirantal,git-promise,030e4f993f3b65419d60f7f60e81e0a742b72e77,0,0,2022-02-24T00:00:00+00:00,2022-06-10T20:05:25+00:00
2647,3857,CVE-2022-24721,cometd,cometd,bb445a143fbf320f17c62e340455cd74acfb5929,17,-18,2022-02-10T00:00:00+00:00,2022-03-15T13:45:13+00:00
2649,3862,CVE-2022-24732,foxcpp,maddy,7ee6a39c6a1939b376545f030a5efd6f90913583,16,-3,2022-02-10T00:00:00+00:00,2022-03-09T19:40:08+00:00
2652,3865,CVE-2022-24757,jupyter-server,jupyter_server,a5683aca0b0e412672ac6218d09f74d44ca0de5a,30,-19,2022-02-10T00:00:00+00:00,2022-03-23T20:20:09+00:00
2655,3868,CVE-2022-24766,mitmproxy,mitmproxy,b06fb6d157087d526bd02e7aadbe37c56865c71b,27,-22,2022-02-10T00:00:00+00:00,2022-03-21T18:50:10+00:00
2656,3869,CVE-2022-24768,argoproj,argo-cd,af03b291d4b7e9d3ce9a6580ae9c8141af0e05cf,126,-9,2022-02-10T00:00:00+00:00,2022-03-23T21:20:11+00:00
2665,3879,CVE-2022-24785,moment,moment,4211bfc8f15746be4019bba557e29a7ba83d54c5,0,-5,2022-02-10T00:00:00+00:00,2022-04-04T00:00:00+00:00
2667,3881,CVE-2022-24794,auth0,express-openid-connect,0947b92164a2c5f661ebcc183d37e7f21de719ad,16,-8,2022-02-10T00:00:00+00:00,2022-03-31T22:45:14+00:00
2671,3888,CVE-2022-24816,geosolutions-it,jai-ext,cb1d6565d38954676b0a366da4f965fef38da1cb,0,-3,2022-02-10T00:00:00+00:00,2022-04-13T20:45:17+00:00
2672,3890,CVE-2022-24823,netty,netty,185f8b2756a36aaa4f973f1a2a025e7d981823f1,83,-3,2022-02-10T00:00:00+00:00,2022-05-06T12:05:11+00:00
2673,3891,CVE-2022-24825,stripe,smokescreen,fafb6ae48c6c40aa011d87b61306abc48db8797b,-6,-10,2022-02-10T00:00:00+00:00,2022-04-19T19:45:12+00:00
2674,3892,CVE-2022-24839,sparklemotion,nekohtml,a800fce3b079def130ed42a408ff1d09f89e773d,4,-2,2022-02-10T00:00:00+00:00,2022-04-11T21:25:12+00:00
2684,3903,CVE-2022-24901,parse-community,parse-server,af4a0417a9f3c1e99b3793806b4b18e04d9fa999,99,-3,2022-02-10T00:00:00+00:00,2022-05-04T01:10:08+00:00
2685,3904,CVE-2022-24912,runatlantis,atlantis,48870911974adddaa4c99c8089e79b7d787fa820,129,-14,2022-02-24T00:00:00+00:00,2022-07-29T10:00:15+00:00
2687,3906,CVE-2022-24968,mellium,xmpp,0d92aa486da69b71f2f4a30e62aa722c711b98ac,0,-1,2022-02-11T00:00:00+00:00,2022-02-11T18:16:54+00:00
2697,3929,CVE-2022-25187,jenkinsci,support-core-plugin,c6d20da4f372f03bd3e4844f0df2f109df68a63c,-3,-3,2022-02-15T00:00:00+00:00,2022-02-15T16:11:13+00:00
2707,3940,CVE-2022-2525,janeczku,calibre-web,49e4f540c9b204c7e39b3c27ceadecd83ed60e7e,195,-42,2022-07-24T00:00:00+00:00,2023-04-15T00:00:00+00:00
2710,3943,CVE-2022-25303,benbusby,whoogle-search,abc30d7da3b5c67be7ce84d4699f327442d44606,35,-49,2022-02-24T00:00:00+00:00,2022-07-12T14:20:11+00:00
2717,3951,CVE-2022-2564,Automattic,mongoose,99b418941e2fc974199b8e5bd9d382bb50bf680a,166,162,2022-07-28T00:00:00+00:00,2022-07-28T15:21:20+00:00
2718,3952,CVE-2022-2564,Automattic,mongoose,a45cfb6b0ce0067ae9794cfa80f7917e1fb3c6f8,-76,-80,2022-07-28T00:00:00+00:00,2022-07-28T15:21:20+00:00
2724,3959,CVE-2022-2584,ipld,go-codec-dagpb,a17ace35cc760a2698645c09868f9050fa219f57,-11,-23,2022-07-29T20:03:20+00:00,2022-12-27T21:13:51+00:00
2730,3965,CVE-2022-25860,steveukx,git-js,ec97a39ab60b89e870c5170121cd9c1603cc1951,119,-4,2022-02-24T11:58:25+00:00,2023-01-24T05:00:02+00:00
2736,3971,CVE-2022-25882,onnx,onnx,f369b0e859024095d721f1d1612da5a8fa38988d,117,-125,2022-02-24T11:58:16+00:00,2023-01-25T05:00:02+00:00
2741,3976,CVE-2022-25891,containrrr,shoutrrr,6a27056f9d7522a8b493216195cb7634bf4b5c42,7,-13,2022-02-24T00:00:00+00:00,2022-07-15T20:01:13+00:00
2744,3979,CVE-2022-25897,eclipse,milo,4534381760d7d9f0bf00cbf6a8449bb0d13c6ce5,41,-5,2022-02-24T00:00:00+00:00,2022-09-08T05:05:12+00:00
2748,3983,CVE-2022-25912,steveukx,git-js,774648049eb3e628379e292ea172dccaba610504,107,-8,2022-02-24T00:00:00+00:00,2022-12-12T01:49:10+00:00
2764,4000,CVE-2022-26183,pnpm,pnpm,04b7f60861ddee8331e50d70e193d1e701abeefb,-438,-465,2022-02-28T00:00:00+00:00,2022-03-21T00:00:00+00:00
2767,4003,CVE-2022-2650,wger-project,wger,5e3167e3a2dc95836fa2607fe201524c031a2c4c,192,-155,2022-08-04T00:00:00+00:00,2022-11-24T00:00:00+00:00
2791,4031,CVE-2022-28367,nahsra,antisamy,0199e7e194dba5e7d7197703f43ebe22401e61ae,-22,-32,2022-04-03T00:00:00+00:00,2022-04-21T22:42:14+00:00
2795,4035,CVE-2022-28923,caddyserver,caddy,78b5356f2b1945a90de1ef7f2c7669d82098edbd,-100,-398,2022-04-11T00:00:00+00:00,2023-02-06T00:00:00+00:00
2801,4041,CVE-2022-29043,jenkinsci,mask-passwords-plugin,55022b3f1935dc005c4075161c176b29bce7b849,-3,-3,2022-04-11T00:00:00+00:00,2022-04-12T19:50:39+00:00
2803,4043,CVE-2022-29048,jenkinsci,subversion-plugin,882a7d359f6ac73c53d787bff4d62eba837001ea,-2,-2,2022-04-11T00:00:00+00:00,2022-04-12T19:50:48+00:00
2804,4044,CVE-2022-29049,jenkinsci,promoted-builds-plugin,d6fd95688ae2052bf9ac7158bc2579c755167fe0,-2,-2,2022-04-11T00:00:00+00:00,2022-04-12T00:00:00+00:00
2811,4055,CVE-2022-29188,stripe,smokescreen,dea7b3c89df000f4072ff9866d61d78e30df6a36,3,-3,2022-04-13T00:00:00+00:00,2022-05-20T23:50:10+00:00
2812,4056,CVE-2022-29189,pion,dtls,a6397ff7282bc56dc37a68ea9211702edb4de1de,14,-5,2022-04-13T00:00:00+00:00,2022-05-20T23:55:16+00:00
2813,4057,CVE-2022-29190,pion,dtls,e0b2ce3592e8e7d73713ac67b363a2e192a4cecf,13,-6,2022-04-13T00:00:00+00:00,2022-05-20T23:55:10+00:00
2815,4084,CVE-2022-29222,pion,dtls,d2f797183a9f044ce976e6df6f362662ca722412,17,-2,2022-04-13T00:00:00+00:00,2022-05-21T00:00:15+00:00
2817,4086,CVE-2022-29241,jupyter-server,jupyter_server,877da10cd0d7ae45f8b1e385fa1f5a335e7adf1f,45,-6,2022-04-13T00:00:00+00:00,2022-06-14T20:40:15+00:00
2823,4096,CVE-2022-29577,nahsra,antisamy,32e273507da0e964b58c50fd8a4c94c9d9363af0,-6,-8,2022-04-21T00:00:00+00:00,2022-04-21T22:42:51+00:00
2826,4099,CVE-2022-29822,feathersjs-ecosystem,feathers-sequelize,0f2d85f0b2d556f2b6c70423dcebdbd29d95e3dc,3,-6,2022-04-27T00:00:00+00:00,2022-10-25T00:00:00+00:00
2827,4100,CVE-2022-29823,feathersjs-ecosystem,feathers-sequelize,0b7beaa773dc313fdb27edd9ee8115064d7cf114,-4,-13,2022-04-27T00:00:00+00:00,2022-10-25T00:00:00+00:00
2828,4105,CVE-2022-2995,cri-o,cri-o,db3b399a8d7dabf7f073db73894bee98311d7909,-14,-63,2022-08-25T00:00:00+00:00,2022-09-19T19:53:23+00:00
2829,4108,CVE-2022-3023,pingcap,tidb,d0376379d615cc8f263a0b17c031ce403c8dcbfb,405,-142,2022-08-29T00:00:00+00:00,2022-11-04T00:00:00+00:00
2834,4113,CVE-2022-30427,gphper,ginadmin,726109f01ad23523715f36f7d272958064666a30,-1,-2,2022-05-09T00:00:00+00:00,2022-05-25T15:26:04+00:00
2835,4114,CVE-2022-30428,gphper,ginadmin,726109f01ad23523715f36f7d272958064666a30,-1,-2,2022-05-09T00:00:00+00:00,2022-05-25T15:23:50+00:00
2838,4119,CVE-2022-30947,jenkinsci,git-plugin,b295606e0b865c298fde27bea14f9b7535a976e6,-10,-11,2022-05-16T00:00:00+00:00,2022-05-17T14:06:05+00:00
2839,4120,CVE-2022-30949,jenkinsci,git-plugin,b295606e0b865c298fde27bea14f9b7535a976e6,-10,-11,2022-05-16T00:00:00+00:00,2022-05-17T14:06:09+00:00
2845,4129,CVE-2022-31027,jupyterhub,oauthenticator,5cd2d1816f90dc5c946e6e38fd2d0ba535624c5c,32,-6,2022-05-18T00:00:00+00:00,2022-06-06T21:15:12+00:00
2848,4134,CVE-2022-31083,parse-community,parse-server,ba2b0a9cb9a568817a114b132a4c2e0911d76df1,37,-4,2022-05-18T00:00:00+00:00,2022-06-17T18:15:17+00:00
2849,4135,CVE-2022-31089,parse-community,parse-server,5be375dec2fa35425c1003ae81c55995ac72af92,42,-7,2022-05-18T00:00:00+00:00,2022-06-27T21:10:11+00:00
2852,4140,CVE-2022-31108,mermaid-js,mermaid,0ae1bdb61adff1cd485caff8c62ec6b8ac57b225,139,-7,2022-05-18T00:00:00+00:00,2022-06-28T18:35:11+00:00
2853,4143,CVE-2022-31112,parse-community,parse-server,309f64ced8700321df056fb3cc97f15007a00df1,53,-4,2022-05-18T00:00:00+00:00,2022-06-30T16:40:13+00:00
2854,4144,CVE-2022-31112,parse-community,parse-server,9fd4516cde5c742f9f29dd05468b4a43a85639a6,56,-1,2022-05-18T00:00:00+00:00,2022-06-30T16:40:13+00:00
2858,4149,CVE-2022-31129,moment,moment,9a3b5894f3d5d602948ac8a02e4ee528a49ca3a3,2,1,2022-05-18T00:00:00+00:00,2022-07-06T00:00:00+00:00
2865,4161,CVE-2022-31160,jquery,jquery-ui,8cc5bae1caa1fcf96bf5862c5646c787020ba3f9,12,-3,2022-05-18T00:00:00+00:00,2022-07-20T00:00:00+00:00
2873,4171,CVE-2022-31604,NVIDIA,NVFlare,fd018eea9dff925a765079a94c2f017920fcda67,-151,-236,2022-05-24T00:00:00+00:00,2022-07-01T17:15:21+00:00
2874,4172,CVE-2022-31605,NVIDIA,NVFlare,4de9782697ecb12f39bcae83221bd8d3498959be,-177,-262,2022-05-24T00:00:00+00:00,2022-07-01T17:15:22+00:00
2881,4179,CVE-2022-32149,golang,text,434eadcdbc3b0256971992e8c70027278364c72c,3,-8,2022-05-31T00:00:00+00:00,2022-10-14T00:00:00+00:00
2883,4181,CVE-2022-32171,zinclabs,zinc,3376c248bade163430f9347742428f0a82cd322d,227,-11,2022-05-31T00:00:00+00:00,2022-10-06T17:14:15+00:00
2884,4182,CVE-2022-32172,zinclabs,zinc,3376c248bade163430f9347742428f0a82cd322d,227,-11,2022-05-31T00:00:00+00:00,2022-10-06T17:13:36+00:00
2891,4190,CVE-2022-33146,web2py,web2py,a181b855a43cb8b479d276b082cfcde385768451,-2,-4,2022-06-14T00:00:00+00:00,2022-06-27T00:20:17+00:00
2892,4191,CVE-2022-33146,web2py,web2py,d9805606f88f00c0be56438247605cefde73e14e,-6,-8,2022-06-14T00:00:00+00:00,2022-06-27T00:20:17+00:00
2901,4200,CVE-2022-34037,caddyserver,caddy,693e9b5283e675b56084ecc83d73176cab0ee27c,-23,-42,2022-06-20T00:00:00+00:00,2022-07-22T00:00:00+00:00
2902,4201,CVE-2022-34038,etcd-io,etcd,5a315ef88fbfa454e02d27b0b8acb4f89457cd90,295,-1718,2022-06-20T00:00:00+00:00,2023-08-22T00:00:00+00:00
2903,4202,CVE-2022-34170,jenkinsci,jenkins,f71495a63f8b861e8ca3a5fcf5cc931fce55bc57,-23,-23,2022-06-21T00:00:00+00:00,2022-06-22T14:40:50+00:00
2904,4203,CVE-2022-34174,jenkinsci,jenkins,957ef5902f2e40b6358e6d10f12b26f9dbd2f75a,-25,-25,2022-06-21T00:00:00+00:00,2022-06-22T14:40:56+00:00
2905,4204,CVE-2022-34175,jenkinsci,jenkins,37bd66a43ad561f670db7440f493d69518741d27,-22,-22,2022-06-21T00:00:00+00:00,2022-06-22T14:40:57+00:00
2924,4224,CVE-2022-34749,lepture,mistune,ca1e7b506850f4e488823fc7338b49a8f9852718,-186,-254,2022-06-28T00:00:00+00:00,2022-07-25T00:00:00+00:00
2931,4235,CVE-2022-35204,vitejs,vite,6851009e6725b17608113a5a63474280075cae1c,-40,-280,2022-07-04T00:00:00+00:00,2022-08-18T18:15:21+00:00
2937,4241,CVE-2022-35917,solana-labs,solana-pay,ac6ce0d0a81137700874a8bf5a7caac3be999fad,3,-7,2022-07-15T00:00:00+00:00,2022-08-01T21:10:11+00:00
2938,4242,CVE-2022-35923,imbrn,v8n,92393862156fad190c05ec3f6e2bc73308dcd2f9,-4,-4,2022-07-15T00:00:00+00:00,2022-08-02T20:10:11+00:00
2939,4244,CVE-2022-35929,sigstore,cosign,c5fda01a8ff33ca981f45a9f13e7fb6bd2080b94,36,-3,2022-07-15T00:00:00+00:00,2022-08-04T18:45:14+00:00
2942,4256,CVE-2022-35954,actions,toolkit,4beda9cbc00ba6eefe387a937c21087ccb8ee9df,26,-9,2022-07-15T00:00:00+00:00,2022-08-13T23:40:09+00:00
2943,4273,CVE-2022-35980,opensearch-project,security,7eaaafec2939d7db23a02ffca9cc68e0343de246,12,-2,2022-07-15T00:00:00+00:00,2022-08-12T17:40:09+00:00
2949,4317,CVE-2022-36056,sigstore,cosign,80b79ed8b4d28ccbce3d279fd273606b5cddcc25,115,-5,2022-07-15T00:00:00+00:00,2022-09-14T19:50:09+00:00
2952,4322,CVE-2022-36079,parse-community,parse-server,e39d51bd329cd978589983bd659db46e1d45aad4,23,-9,2022-07-15T00:00:00+00:00,2022-09-07T20:40:13+00:00
2967,4351,CVE-2022-36881,jenkinsci,git-client-plugin,88f52c6c9b18bca4ad210e3b9910a49433583fd9,-4,-4,2022-07-27T00:00:00+00:00,2022-07-27T14:20:49+00:00
2968,4352,CVE-2022-36882,jenkinsci,git-plugin,b46165c74a0bf15e08763de2e506005624d5d238,-16,-16,2022-07-27T00:00:00+00:00,2022-07-27T14:20:59+00:00
2969,4353,CVE-2022-36883,jenkinsci,git-plugin,b46165c74a0bf15e08763de2e506005624d5d238,-16,-16,2022-07-27T00:00:00+00:00,2022-07-27T14:21:12+00:00
2970,4354,CVE-2022-36884,jenkinsci,git-plugin,b46165c74a0bf15e08763de2e506005624d5d238,-16,-16,2022-07-27T00:00:00+00:00,2022-07-27T14:21:25+00:00
2973,4357,CVE-2022-36887,jenkinsci,job-config-history-plugin,536a97b8d649b3114f5db24ea32a7c63188a35c6,-7,-7,2022-07-27T00:00:00+00:00,2022-07-27T14:22:04+00:00
2980,4364,CVE-2022-36896,jenkinsci,compuware-scm-downloader-plugin,bf00665b13641351a9f67027bbe34609cc4f65e2,-16,-16,2022-07-27T00:00:00+00:00,2022-07-27T14:23:58+00:00
2990,4374,CVE-2022-37423,neo4j-contrib,neo4j-apoc-procedures,d2f415c6f703bbc2cda4a753928821ff15d5c620,-2,-3,2022-08-05T00:00:00+00:00,2022-08-12T12:16:36+00:00
2996,4383,CVE-2022-3783,node-red,node-red-dashboard,9305d1a82f19b235dfad24a7d1dd4ed244db7743,-8,-8,2022-10-31T00:00:00+00:00,2022-10-31T00:00:00+00:00
2999,4391,CVE-2022-38306,lief-project,LIEF,53bf680ef494a835e2c4a5de328ca85416a03a5a,-7,-16,2022-08-15T00:00:00+00:00,2022-09-13T20:16:44+00:00
3000,4392,CVE-2022-38307,lief-project,LIEF,7acf0bc4224081d4f425fcc8b2e361b95291d878,-8,-17,2022-08-15T00:00:00+00:00,2022-09-13T20:16:45+00:00
3001,4393,CVE-2022-38495,lief-project,LIEF,0033b6312fd311b2e45e379c04a83d77c1e58578,-3,-11,2022-08-22T00:00:00+00:00,2022-09-13T20:16:46+00:00
3002,4394,CVE-2022-38497,lief-project,LIEF,ca938740264f1fcb18f91cba8e4039c518ecb75b,-4,-12,2022-08-22T00:00:00+00:00,2022-09-13T20:16:48+00:00
3003,4395,CVE-2022-38545,xCss,Valine,c40826c5816c98d797a6b1ed8b62bddf73ed4f65,-4,-4,2022-08-22T00:00:00+00:00,2022-09-19T22:32:56+00:00
3006,4398,CVE-2022-38649,apache,airflow,1d4fd5c6eacab0b88f8660f9d780174434393f1a,835,-92,2022-08-22T00:00:00+00:00,2022-11-22T00:00:00+00:00
3007,4399,CVE-2022-38663,jenkinsci,git-plugin,3241db9cc696711c871d4e78b3c3c0daad0740c3,-7,-8,2022-08-22T00:00:00+00:00,2022-08-23T16:45:16+00:00
3013,4406,CVE-2022-39218,fastly,js-compute-runtime,65524ffc962644e9fc39f4b368a326b6253912a9,20,-12,2022-09-02T00:00:00+00:00,2022-09-20T19:50:08+00:00
3014,4408,CVE-2022-39225,parse-community,parse-server,37fed3062ccc3ef1dfd49a9fc53318e72b3e4aff,35,-9,2022-09-02T00:00:00+00:00,2022-09-23T06:40:07+00:00
3018,4413,CVE-2022-39231,parse-community,parse-server,8c8ec715739e0f851338cfed794409ebac66c51b,41,-3,2022-09-02T00:00:00+00:00,2022-09-23T07:40:08+00:00
3019,4414,CVE-2022-39236,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,102,1,2022-09-02T00:00:00+00:00,2022-09-28T00:00:00+00:00
3025,4420,CVE-2022-39249,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,102,1,2022-09-02T00:00:00+00:00,2022-09-28T00:00:00+00:00
3026,4421,CVE-2022-39250,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,102,-15,2022-09-02T00:00:00+00:00,2022-09-29T00:00:00+00:00
3027,4422,CVE-2022-39251,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,102,1,2022-09-02T00:00:00+00:00,2022-09-28T00:00:00+00:00
3037,4434,CVE-2022-39313,parse-community,parse-server,066f29673ab4030b6b5b90c0c0326f7d3fe7612a,66,-15,2022-09-02T00:00:00+00:00,2022-10-24T00:00:00+00:00
3038,4435,CVE-2022-39324,grafana,grafana,239888f22983010576bb3a9135a7294e88c0c74a,2215,-996,2022-09-02T14:16:35+00:00,2023-01-27T22:42:01+00:00
3039,4436,CVE-2022-39340,openfga,openfga,779d73d4b6d067ee042ec9b59fec707eed71e42f,69,-7,2022-09-02T00:00:00+00:00,2022-10-25T00:00:00+00:00
3040,4437,CVE-2022-39341,openfga,openfga,b466769cc100b2065047786578718d313f52695b,67,-9,2022-09-02T00:00:00+00:00,2022-10-25T00:00:00+00:00
3041,4438,CVE-2022-39342,openfga,openfga,c8db1ee3d2a366f18e585dd33236340e76e784c4,68,-8,2022-09-02T00:00:00+00:00,2022-10-25T00:00:00+00:00
3042,4441,CVE-2022-39352,openfga,openfga,776e80505e8d184b2286acc8268d8d74f36a9984,99,-1,2022-09-02T00:00:00+00:00,2022-11-08T00:00:00+00:00
3048,4449,CVE-2022-39395,go-vela,server,05558ee99d70f7d6f83bed7c8f78ac0b35fa26f4,28,-9,2022-09-02T00:00:00+00:00,2022-11-10T00:00:00+00:00
3050,4455,CVE-2022-40127,apache,airflow,372e699c2d1e11f7087b5340454d0a0a6a56fbf5,-40,-715,2022-09-06T00:00:00+00:00,2022-11-14T00:00:00+00:00
3052,4457,CVE-2022-40604,apache,airflow,18386026c28939fa6d91d198c5489c295a05dcd2,-1,-97,2022-09-12T00:00:00+00:00,2022-09-21T07:25:11+00:00
3053,4459,CVE-2022-40754,apache,airflow,56e7555c42f013f789a4b718676ff09b4a9d5135,-12,-70,2022-09-16T00:00:00+00:00,2022-09-21T07:25:12+00:00
3057,4463,CVE-2022-40897,pypa,setuptools,43a9c9bfa6aa626ec2a22540bea28d2ca77964be,148,-115,2022-09-19T00:00:00+00:00,2022-12-22T00:00:00+00:00
3059,4465,CVE-2022-40922,lief-project,LIEF,ad811916670e83947560b6f3c45df6e71d3885af,-10,-20,2022-09-19T00:00:00+00:00,2022-10-03T12:45:20+00:00
3060,4466,CVE-2022-40922,lief-project,LIEF,fde2c48986739fabd2cf9b40b9af149a89c57850,-4,-14,2022-09-19T00:00:00+00:00,2022-10-03T12:45:20+00:00
3061,4467,CVE-2022-40923,lief-project,LIEF,24935f654f6df700a9a062298258b9485f584502,-1,-10,2022-09-19T00:00:00+00:00,2022-09-30T18:36:33+00:00
3062,4468,CVE-2022-4105,kiwitcms,kiwi,a2b169ffdef1d7c1755bade8138578423b35011b,-43,-43,2022-11-21T00:00:00+00:00,2022-11-21T00:00:00+00:00
3063,4470,CVE-2022-41224,jenkinsci,jenkins,84f41d2921023374dedb7d6f12d47eaf7790b7eb,2,-2,2022-09-21T00:00:00+00:00,2022-09-21T15:45:46+00:00
3065,4472,CVE-2022-41226,jenkinsci,compuware-common-configuration-plugin,a92f1fba5ab375cfcceed92a16666a4c709e0f3b,-3,-3,2022-09-21T00:00:00+00:00,2022-09-21T15:45:47+00:00
3069,4477,CVE-2022-41354,argoproj,argo-cd,3a28c8a18cc2aa84fe81492625545d25c7a90bc3,654,-11,2022-09-26T00:00:00+00:00,2023-03-27T00:00:00+00:00
3074,4483,CVE-2022-41678,apache,activemq,6120169e563b55323352431dfe9ac67a8b4de6c2,80,-302,2022-09-28T07:40:05+00:00,2023-11-28T15:08:38+00:00
3078,4487,CVE-2022-41878,parse-community,parse-server,6728da1e3591db1e27031d335d64d8f25546a06f,49,-7,2022-09-30T00:00:00+00:00,2022-11-10T00:00:00+00:00
3079,4488,CVE-2022-41879,parse-community,parse-server,60c5a73d257e0d536056b38bdafef8b7130524d8,53,-3,2022-09-30T00:00:00+00:00,2022-11-10T00:00:00+00:00
3082,4518,CVE-2022-41915,netty,netty,c37c637f096e7be3dffd36edee3455c8e90cb1b0,-55,-117,2022-09-30T00:00:00+00:00,2022-12-13T00:00:00+00:00
3083,4519,CVE-2022-41915,netty,netty,fe18adff1c2b333acb135ab779a3b9ba3295a1c4,60,-2,2022-09-30T00:00:00+00:00,2022-12-13T00:00:00+00:00
3084,4520,CVE-2022-41918,opensearch-project,security,f7cc569c9d3fa5d5432c76c854eed280d45ce6f4,27,-5,2022-09-30T00:00:00+00:00,2022-11-15T00:00:00+00:00
3085,4522,CVE-2022-41920,duke-git,lancet,f869a0a67098e92d24ddd913e188b32404fa72c9,29,-1,2022-09-30T00:00:00+00:00,2022-11-17T00:00:00+00:00
