,owner,repo,mrr,recall100,recall500,recall1000,recall2000,recall5000,commit_count,cve_count
1710,jenkinsci,script-security-plugin,0.2846115828,1.0,1.0,1.0,1.0,1.0,1371,21
1711,apache,james-project,0.05882352941,1.0,1.0,1.0,1.0,1.0,16050,1
1712,prometheus,exporter-toolkit,1.0,1.0,1.0,1.0,1.0,1.0,331,1
1713,openedx,xblock-drag-and-drop-v2,0.5,1.0,1.0,1.0,1.0,1.0,798,1
1714,grafana,synthetic-monitoring-agent,0.2,1.0,1.0,1.0,1.0,1.0,1039,1
1715,projectcapsule,capsule,0.1009615385,1.0,1.0,1.0,1.0,1.0,1155,2
1716,aws,efs-utils,0.1428571429,1.0,1.0,1.0,1.0,1.0,168,1
1717,json5,json5,0.5,1.0,1.0,1.0,1.0,1.0,446,1
1718,collective,collective.contact.widget,0.08333333333,1.0,1.0,1.0,1.0,1.0,182,1
1719,sajari,docconv,0.05656565657,1.0,1.0,1.0,1.0,1.0,205,2
1720,jenkinsci,google-login-plugin,0.09545454545,1.0,1.0,1.0,1.0,1.0,120,2
1721,jenkinsci,custom-build-properties-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,90,1
1722,jenkinsci,spring-config-plugin,0.2,1.0,1.0,1.0,1.0,1.0,39,1
1723,apache,ant-ivy,1.0,1.0,1.0,1.0,1.0,1.0,3073,1
1724,apache,jspwiki,0.1666666667,1.0,1.0,1.0,1.0,1.0,9413,1
1725,aws-amplify,aws-sdk-android,0.02272727273,1.0,1.0,1.0,1.0,1.0,1523,1
1726,dgarijo,Widoco,0.05882352941,1.0,1.0,1.0,1.0,1.0,751,1
1727,0xJacky,nginx-ui,0.06464035964,1.0,1.0,1.0,1.0,1.0,1300,5
1728,IoFinnet,threshlib,1.0,1.0,1.0,1.0,1.0,1.0,816,1
1729,Uniswap,universal-router,0.07692307692,1.0,1.0,1.0,1.0,1.0,295,1
1730,braintree,sanitize-url,0.1,1.0,1.0,1.0,1.0,1.0,160,1
1731,sviehb,jefferson,0.25,1.0,1.0,1.0,1.0,1.0,65,1
1732,sergey-dryabzhinsky,python-zstd,0.09090909091,1.0,1.0,1.0,1.0,1.0,516,1
1733,codenameone,CodenameOne,0.003623188406,0.0,1.0,1.0,1.0,1.0,7903,1
1734,mportuga,eslint-detailed-reporter,0.3333333333,1.0,1.0,1.0,1.0,1.0,149,1
1735,folio-org,spring-module-core,0.03846153846,1.0,1.0,1.0,1.0,1.0,275,1
1736,bwoodsend,rockhopper,0.03703703704,1.0,1.0,1.0,1.0,1.0,76,1
1737,jenkinsci,subversion-plugin,0.08399470899,1.0,1.0,1.0,1.0,1.0,1287,5
1738,openshift,apiserver-library-go,0.2553191489,1.0,1.0,1.0,1.0,1.0,256,2
1739,bits-and-blooms,bloom,0.125,1.0,1.0,1.0,1.0,1.0,178,1
1740,Pylons,waitress,0.244559288,1.0,1.0,1.0,1.0,1.0,1055,9
1741,QwikDev,qwik,0.003967335391,0.0,1.0,1.0,1.0,1.0,9058,3
1742,lunary-ai,lunary,0.0,0.0,0.0,0.0,0.0,0.0,1000,6
1743,jenkinsci,config-file-provider-plugin,0.135779953,1.0,1.0,1.0,1.0,1.0,984,7
1744,modoboa,modoboa-installer,0.1428571429,1.0,1.0,1.0,1.0,1.0,564,1
1745,cyanomiko,dcnnt-py,1.0,1.0,1.0,1.0,1.0,1.0,92,1
1746,jenkinsci,electricflow-plugin,0.1580687831,1.0,1.0,1.0,1.0,1.0,899,6
1747,debezium,debezium,0.0005449591281,0.0,0.0,0.0,1.0,1.0,11319,1
1748,grpc,grpc,0.003048780488,0.0,1.0,1.0,1.0,1.0,56173,1
1749,imgproxy,imgproxy,0.07270408163,1.0,1.0,1.0,1.0,1.0,1774,2
1750,openstack,heat,0.006578947368,0.0,1.0,1.0,1.0,1.0,16338,1
1751,deepset-ai,haystack,0.05,1.0,1.0,1.0,1.0,1.0,3858,2
1752,sjqzhang,go-fastdfs,0.5,1.0,1.0,1.0,1.0,1.0,419,1
1753,spring-projects,spring-session,0.006802721088,0.0,1.0,1.0,1.0,1.0,3170,1
1754,nuxtlabs,github-module,0.1111111111,1.0,1.0,1.0,1.0,1.0,109,1
1755,mozilla,nunjucks,0.2,1.0,1.0,1.0,1.0,1.0,1317,1
1756,matrix-org,sydent,0.1670342605,1.0,1.0,1.0,1.0,1.0,891,6
1757,xwiki-contrib,application-ckeditor,0.006666666667,0.0,1.0,1.0,1.0,1.0,955,1
1758,ipld,go-ipld-prime,1.0,1.0,1.0,1.0,1.0,1.0,1328,1
1759,mattkrick,sanitize-svg,0.25,1.0,1.0,1.0,1.0,1.0,16,1
1760,KubeOperator,KubePi,0.1738095238,1.0,1.0,1.0,1.0,1.0,1730,3
1761,moment,luxon,0.1666666667,1.0,1.0,1.0,1.0,1.0,1239,1
1762,KubeOperator,KubeOperator,0.3333333333,1.0,1.0,1.0,1.0,1.0,6432,1
1763,nektos,act,0.01851851852,1.0,1.0,1.0,1.0,1.0,1235,1
1764,openedx,xblock-lti-consumer,0.2,1.0,1.0,1.0,1.0,1.0,641,1
1765,ipfs,go-unixfs,0.1428571429,1.0,1.0,1.0,1.0,1.0,538,1
1766,ipfs,go-bitfield,0.5,1.0,1.0,1.0,1.0,1.0,41,1
1767,ipfs,go-unixfsnode,0.25,1.0,1.0,1.0,1.0,1.0,149,1
1768,switcherapi,switcher-client-master,0.05882352941,1.0,1.0,1.0,1.0,1.0,290,1
1769,neo4j,apoc,1.0,1.0,1.0,1.0,1.0,1.0,2589,1
1770,jenkinsci,kubernetes-credentials-provider-plugin,1.0,1.0,1.0,1.0,1.0,1.0,274,1
1771,jenkinsci,semantic-versioning-plugin,0.1875,1.0,1.0,1.0,1.0,1.0,166,2
1772,jenkinsci,mstest-plugin,1.0,1.0,1.0,1.0,1.0,1.0,270,1
1773,jenkinsci,keycloak-plugin,0.125,1.0,1.0,1.0,1.0,1.0,179,2
1774,FiloSottile,nistec,1.0,1.0,1.0,1.0,1.0,1.0,132,1
1775,hakobe,paranoidhttp,0.0625,1.0,1.0,1.0,1.0,1.0,58,1
1776,appium,appium-desktop,0.5,1.0,1.0,1.0,1.0,1.0,1168,1
1777,vert-x3,vertx-web,0.06666666667,1.0,1.0,1.0,1.0,1.0,3819,1
1778,anchore,syft,0.125,1.0,1.0,1.0,1.0,1.0,2602,1
1779,apache,sling-org-apache-sling-jcr-base,0.5,1.0,1.0,1.0,1.0,1.0,282,1
1780,kiwitcms,Kiwi,0.3795093795,1.0,1.0,1.0,1.0,1.0,14136,3
1781,geoserver,geoserver,0.01754385965,1.0,1.0,1.0,1.0,1.0,14177,1
1782,geotools,geotools,0.08333333333,1.0,1.0,1.0,1.0,1.0,10062,1
1783,hapijs,formula,0.125,1.0,1.0,1.0,1.0,1.0,24,1
1784,nothub,mrpack-install,0.03448275862,1.0,1.0,1.0,1.0,1.0,350,1
1785,scipy,scipy,0.6666666667,1.0,1.0,1.0,1.0,1.0,66287,2
1786,apolloconfig,apollo,0.6923076923,1.0,1.0,1.0,1.0,1.0,2930,3
1787,jenkinsci,active-directory-plugin,0.0429040404,1.0,1.0,1.0,1.0,1.0,883,6
1788,keras-team,keras,0.04761904762,1.0,1.0,1.0,1.0,1.0,11344,1
1789,jenkinsci,azure-credentials-plugin,1.0,1.0,1.0,1.0,1.0,1.0,354,3
1790,commenthol,versionn,0.25,1.0,1.0,1.0,1.0,1.0,28,1
1791,jsreport,jsreport,0.3333333333,1.0,1.0,1.0,1.0,1.0,2228,1
1792,kitabisa,teler-waf,0.025,1.0,1.0,1.0,1.0,1.0,313,1
1793,dwisiswant0,cwa-filter-rules,0.5,1.0,1.0,1.0,1.0,1.0,30,1
1794,moby,buildkit,0.25,1.0,1.0,1.0,1.0,1.0,7629,1
1795,kobezzza,Collection,0.2,1.0,1.0,1.0,1.0,1.0,693,1
1796,jonschlinkert,word-wrap,0.05882352941,1.0,1.0,1.0,1.0,1.0,73,1
1797,mickhansen,dottie.js,0.1428571429,1.0,1.0,1.0,1.0,1.0,137,1
1798,kimmobrunfeldt,progressbar.js,1.0,1.0,1.0,1.0,1.0,1.0,436,1
1799,JPeer264,node-git-commit-info,0.5,1.0,1.0,1.0,1.0,1.0,21,1
1800,brycebaril,node-flatnest,1.0,1.0,1.0,1.0,1.0,1.0,18,1
1801,excalidraw,excalidraw,0.01030927835,1.0,1.0,1.0,1.0,1.0,3666,1
1802,graphql,graphql-js,0.1428571429,1.0,1.0,1.0,1.0,1.0,3194,1
1803,dgilland,pydash,0.02702702703,1.0,1.0,1.0,1.0,1.0,1271,1
1804,quill-mention,quill-mention,0.125,1.0,1.0,1.0,1.0,1.0,269,1
1805,ecies,go,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,100000,3
1806,giggio,node-chromedriver,0.25,1.0,1.0,1.0,1.0,1.0,476,1
1807,executablebooks,markdown-it-py,0.06458333333,1.0,1.0,1.0,1.0,1.0,331,2
1808,adobe,css-tools,0.002849002849,0.0,1.0,1.0,1.0,1.0,667,1
1809,NaturalIntelligence,fast-xml-parser,0.2461538462,1.0,1.0,1.0,1.0,1.0,849,3
1810,gookit,goutil,0.003246753247,0.0,1.0,1.0,1.0,1.0,1086,1
1811,crossplane,crossplane-runtime,0.08333333333,0.5,1.0,1.0,1.0,1.0,1850,1
1812,streamlit,streamlit,0.02953663983,0.5,0.5,0.5,0.5,1.0,31252,2
1813,fastify,csrf-protection,0.1666666667,1.0,1.0,1.0,1.0,1.0,235,1
1814,dragonflyoss,Dragonfly2,0.01,1.0,1.0,1.0,1.0,1.0,2540,1
1815,huggingface,transformers,0.00431090358,0.0,1.0,1.0,1.0,1.0,17984,4
1816,dablelv,go-huge-util,1.0,1.0,1.0,1.0,1.0,1.0,191,1
1817,play-with-docker,play-with-docker,0.3333333333,1.0,1.0,1.0,1.0,1.0,729,1
1818,cilium,cilium-cli,0.09090909091,1.0,1.0,1.0,1.0,1.0,2789,1
1819,apache,archiva,0.000528262018,0.0,0.0,0.0,1.0,1.0,11285,1
1820,minio,minio,0.2761997457,1.0,1.0,1.0,1.0,1.0,12393,4
1821,kyubisation,angular-server-side-configuration,1.0,1.0,1.0,1.0,1.0,1.0,240,1
1822,coredns,coredns,0.008900989581,0.5,1.0,1.0,1.0,1.0,7250,2
1823,pretalx,pretalx,0.6666666667,1.0,1.0,1.0,1.0,1.0,6354,2
1824,ansible-semaphore,semaphore,1.0,1.0,1.0,1.0,1.0,1.0,3100,1
1825,lambdaisland,uri,0.1666666667,1.0,1.0,1.0,1.0,1.0,157,1
1826,redis,redis-py,0.1683060109,0.5,1.0,1.0,1.0,1.0,2423,2
1827,jenkinsci,build-failure-analyzer-plugin,0.103042328,1.0,1.0,1.0,1.0,1.0,860,6
1828,intranda,goobi-viewer-core,0.007723654635,0.3333333333,1.0,1.0,1.0,1.0,17978,3
1829,fastify,fastify-passport,0.04583333333,1.0,1.0,1.0,1.0,1.0,1294,2
1830,encode,starlette,0.1888888889,1.0,1.0,1.0,1.0,1.0,1449,3
1831,apache,linkis,0.5041152263,1.0,1.0,1.0,1.0,1.0,4230,3
1832,rona-dinihari,dawnsparks-node-tesseract,0.08333333333,1.0,1.0,1.0,1.0,1.0,105,1
1833,strukturag,libheif,0.04545454545,1.0,1.0,1.0,1.0,1.0,3526,1
1834,TooTallNate,proxy-agents,1.0,1.0,1.0,1.0,1.0,1.0,295,1
1835,Tencent,vConsole,0.3333333333,1.0,1.0,1.0,1.0,1.0,947,1
1836,apptainer,apptainer,0.09090909091,1.0,1.0,1.0,1.0,1.0,16939,1
1837,sigstore,rekor,0.078125,1.0,1.0,1.0,1.0,1.0,1987,2
1838,benbusby,whoogle-search,0.4481203008,1.0,1.0,1.0,1.0,1.0,848,5
1839,rudderlabs,rudder-server,0.001016260163,0.0,0.0,0.3333333333,1.0,1.0,5807,1
1840,fluid-cloudnative,fluid,0.0825,1.0,1.0,1.0,1.0,1.0,2957,2
1841,microsoft,typed-rest-client,1.0,1.0,1.0,1.0,1.0,1.0,238,1
1842,aedart,ion,0.04,1.0,1.0,1.0,1.0,1.0,1377,1
1843,mage-ai,mage-ai,0.005319148936,0.0,1.0,1.0,1.0,1.0,5536,1
1844,bndr,pipreqs,0.02173913043,1.0,1.0,1.0,1.0,1.0,363,1
1845,dromara,sureness,0.03571428571,1.0,1.0,1.0,1.0,1.0,590,1
1846,fastify,fastify-oauth2,0.125,1.0,1.0,1.0,1.0,1.0,269,1
1847,xwiki,xwiki-rendering,0.2611111111,1.0,1.0,1.0,1.0,1.0,2607,3
1848,in-toto,in-toto,0.05,1.0,1.0,1.0,1.0,1.0,2265,1
1849,vert-x3,vertx-stomp,1.0,1.0,1.0,1.0,1.0,1.0,391,1
1850,rancher,norman,0.007092198582,0.0,1.0,1.0,1.0,1.0,748,1
1851,nuxt,nuxt,0.001257861635,0.0,0.0,0.5,1.0,1.0,7266,1
1852,planetlabs,planet-client-python,1.0,1.0,1.0,1.0,1.0,1.0,2256,1
1853,facelessuser,pymdown-extensions,0.5,1.0,1.0,1.0,1.0,1.0,1835,1
1854,PostHog,posthog-js,0.0625,1.0,1.0,1.0,1.0,1.0,2151,1
1855,lima-vm,lima,0.125,1.0,1.0,1.0,1.0,1.0,3840,1
1856,parse-community,parse-server-push-adapter,1.0,1.0,1.0,1.0,1.0,1.0,294,1
1857,goreleaser,nfpm,0.02380952381,1.0,1.0,1.0,1.0,1.0,1044,1
1858,jenkinsci,workflow-job-plugin,0.03703703704,1.0,1.0,1.0,1.0,1.0,1505,1
1859,jenkinsci,ldap-plugin,0.03571428571,1.0,1.0,1.0,1.0,1.0,777,1
1860,jenkinsci,sidebar-link-plugin,0.1666666667,1.0,1.0,1.0,1.0,1.0,272,1
1861,jenkinsci,teamconcert-plugin,0.05,1.0,1.0,1.0,1.0,1.0,358,1
1862,labring,sealos,0.006535947712,0.0,1.0,1.0,1.0,1.0,7677,1
1863,cloudflare,workers-sdk,0.0630666245,0.5555555556,1.0,1.0,1.0,1.0,4584,3
1864,notaryproject,notation,0.1428571429,1.0,1.0,1.0,1.0,1.0,485,1
1865,notaryproject,notation-go,0.2,1.0,1.0,1.0,1.0,1.0,261,1
1866,jstachio,jstachio,0.06666666667,1.0,1.0,1.0,1.0,1.0,979,1
1867,multiversx,mx-chain-go,0.001623633368,0.0,0.0,1.0,1.0,1.0,32729,2
1868,txthinking,brook,0.01282051282,1.0,1.0,1.0,1.0,1.0,835,1
1869,megaease,easeprobe,0.02380952381,1.0,1.0,1.0,1.0,1.0,569,1
1870,spring-projects,spring-security-samples,0.0303030303,1.0,1.0,1.0,1.0,1.0,663,1
1871,spring-projects,spring-kafka,0.02127659574,1.0,1.0,1.0,1.0,1.0,2616,1
1872,reactor,reactor-netty,0.002792535607,0.0,1.0,1.0,1.0,1.0,5696,2
1873,jenkinsci,servicenow-devops-plugin,0.2763157895,1.0,1.0,1.0,1.0,1.0,94,2
1874,snowflakedb,gosnowflake,0.01020408163,1.0,1.0,1.0,1.0,1.0,1163,1
1875,snowflakedb,snowflake-connector-nodejs,0.01470588235,1.0,1.0,1.0,1.0,1.0,549,1
1876,weaveworks,tf-controller,0.01449275362,0.5,1.0,1.0,1.0,1.0,1900,1
1877,udecode,plate,0.2212475634,1.0,1.0,1.0,1.0,1.0,11582,3
1878,plantuml,plantuml,0.02219512195,1.0,1.0,1.0,1.0,1.0,2030,2
1879,jenkinsci,github-plugin,0.286031746,1.0,1.0,1.0,1.0,1.0,845,5
1880,xerial,snappy-java,0.1607142857,1.0,1.0,1.0,1.0,1.0,1196,4
1881,MechanicalSoup,MechanicalSoup,0.5,1.0,1.0,1.0,1.0,1.0,648,1
1882,jenkinsci,matrix-project-plugin,0.2473400673,1.0,1.0,1.0,1.0,1.0,845,5
1883,BishopFox,sliver,0.2515822785,0.3333333333,1.0,1.0,1.0,1.0,4863,2
1884,GoogleChromeLabs,critters,0.3333333333,1.0,1.0,1.0,1.0,1.0,165,1
1885,remult,remult,0.01470588235,1.0,1.0,1.0,1.0,1.0,4431,1
1886,apache,hive,0.005376344086,0.0,1.0,1.0,1.0,1.0,17548,1
1887,IBAX-io,go-ibax,0.03762718763,1.0,1.0,1.0,1.0,1.0,832,5
1888,amauric,tarteaucitron.js,1.0,1.0,1.0,1.0,1.0,1.0,1369,1
1889,SimonWaldherr,zplgfa,1.0,1.0,1.0,1.0,1.0,1.0,31,1
1890,square,okio,0.02040816327,1.0,1.0,1.0,1.0,1.0,1760,1
1891,py-pdf,pypdf,0.2843158044,0.5,1.0,1.0,1.0,1.0,1889,4
1892,aerospike,aerospike-client-java,0.1111111111,1.0,1.0,1.0,1.0,1.0,1476,1
1893,protobufjs,protobuf.js,0.3333333333,1.0,1.0,1.0,1.0,1.0,918,1
1894,plaidweb,webmention.js,0.1666666667,1.0,1.0,1.0,1.0,1.0,95,1
1895,OpenTSDB,opentsdb,0.1428571429,1.0,1.0,1.0,1.0,1.0,1712,1
1896,zopefoundation,Products.CMFCore,0.2,1.0,1.0,1.0,1.0,1.0,795,1
1897,isaacs,node-tar,0.4670833333,1.0,1.0,1.0,1.0,1.0,736,6
1898,apostrophecms,sanitize-html,0.103642137,1.0,1.0,1.0,1.0,1.0,684,5
1899,sqlfluff,sqlfluff,1.0,1.0,1.0,1.0,1.0,1.0,6027,1
1900,IceWhaleTech,CasaOS-Gateway,0.5,1.0,1.0,1.0,1.0,1.0,95,1
1901,zopefoundation,RestrictedPython,0.6666666667,1.0,1.0,1.0,1.0,1.0,753,3
1902,OpenIdentityPlatform,OpenAM,0.5227272727,1.0,1.0,1.0,1.0,1.0,9477,2
1903,9001,copyparty,0.1467391304,1.0,1.0,1.0,1.0,1.0,3490,2
1904,apache,avro,0.002772038567,0.0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,4619,3
1905,1Panel-dev,1Panel,0.01295680216,0.6666666667,1.0,1.0,1.0,1.0,3424,3
1906,refraction-ray,xalpha,0.5,1.0,1.0,1.0,1.0,1.0,426,1
1907,feathersjs,feathers,0.125,1.0,1.0,1.0,1.0,1.0,4128,1
1908,indico,indico,1.0,1.0,1.0,1.0,1.0,1.0,25424,1
1909,w8tcha,CKEditor-WordCount-Plugin,0.5,1.0,1.0,1.0,1.0,1.0,308,1
1910,dapr,dapr,1.0,1.0,1.0,1.0,1.0,1.0,5505,1
1911,apache,submarine,0.4595959596,1.0,1.0,1.0,1.0,1.0,1051,3
1912,jenkinsci,mabl-integration-plugin,0.2,1.0,1.0,1.0,1.0,1.0,236,1
1913,jenkinsci,test-results-aggregator-plugin,0.009708737864,0.0,1.0,1.0,1.0,1.0,661,1
1914,codecentric,spring-boot-admin,1.0,1.0,1.0,1.0,1.0,1.0,3666,1
1915,apache,helix,0.1666666667,1.0,1.0,1.0,1.0,1.0,4746,1
1916,simonsmith,cypress-image-snapshot,0.5,1.0,1.0,1.0,1.0,1.0,118,1
1917,DataDog,import-in-the-middle,0.5,1.0,1.0,1.0,1.0,1.0,129,1
1918,kubernetes-csi,csi-proxy,0.009708737864,0.0,1.0,1.0,1.0,1.0,690,1
1919,FasterXML,jackson-dataformats-text,0.007092198582,0.0,1.0,1.0,1.0,1.0,981,1
1920,lessthanoptimal,BoofCV,0.02380952381,1.0,1.0,1.0,1.0,1.0,5446,1
1921,goauthentik,authentik,0.125,1.0,1.0,1.0,1.0,1.0,16319,1
1922,nexB,scancode.io,0.3333333333,1.0,1.0,1.0,1.0,1.0,1101,1
1923,endojs,endo,0.01075268817,1.0,1.0,1.0,1.0,1.0,6136,1
1924,pydata,numexpr,0.0303030303,1.0,1.0,1.0,1.0,1.0,892,1
1925,gventuri,pandas-ai,0.007246376812,0.0,1.0,1.0,1.0,1.0,1264,1
1926,run-llama,llama_index,0.2607431046,0.375,0.625,0.875,1.0,1.0,5961,4
1927,hjson,hjson-java,0.05,1.0,1.0,1.0,1.0,1.0,73,1
1928,shubhamjain,svg-loader,0.2,1.0,1.0,1.0,1.0,1.0,230,1
1929,GeoNode,geonode,0.04330065359,1.0,1.0,1.0,1.0,1.0,19000,2
1930,jenkinsci,nodejs-plugin,0.07692307692,1.0,1.0,1.0,1.0,1.0,336,1
1931,simonw,datasette,1.0,1.0,1.0,1.0,1.0,1.0,5358,1
1932,shime,find-exec,0.3333333333,1.0,1.0,1.0,1.0,1.0,40,1
1933,corazawaf,coraza,0.1111111111,0.6666666667,1.0,1.0,1.0,1.0,1043,1
1934,apache,axis-axis1-java,0.28125,1.0,1.0,1.0,1.0,1.0,13229,2
1935,eclipse-leshan,leshan,0.25,1.0,1.0,1.0,1.0,1.0,2242,1
1936,jenkinsci,workflow-cps-global-lib-plugin,0.1487179487,1.0,1.0,1.0,1.0,1.0,613,5
1937,plone,plone.namedfile,0.07692307692,1.0,1.0,1.0,1.0,1.0,701,1
1938,decentraland,single-sign-on-client,0.2,1.0,1.0,1.0,1.0,1.0,40,1
1939,webiny,webiny-js,0.125,1.0,1.0,1.0,1.0,1.0,16676,1
1940,turt2live,matrix-media-repo,0.02272727273,1.0,1.0,1.0,1.0,1.0,1309,1
1941,gevent,gevent,0.08333333333,1.0,1.0,1.0,1.0,1.0,6014,1
1942,buttercup,buttercup-core,0.05882352941,1.0,1.0,1.0,1.0,1.0,1873,1
1943,piccolo-orm,piccolo,0.1214285714,1.0,1.0,1.0,1.0,1.0,1857,2
1944,eclipse-cdt,cdt,0.03333333333,1.0,1.0,1.0,1.0,1.0,83855,1
1945,indutny,node-ip,1.0,1.0,1.0,1.0,1.0,1.0,88,1
1946,plone,plone.rest,0.5,1.0,1.0,1.0,1.0,1.0,517,1
1947,redisson,redisson,0.01234567901,1.0,1.0,1.0,1.0,1.0,10216,1
1948,gomarkdown,markdown,0.1513157895,1.0,1.0,1.0,1.0,1.0,1147,2
1949,buildkite,elastic-ci-stack-for-aws,0.02097902098,1.0,1.0,1.0,1.0,1.0,3182,2
1950,apache,storm,1.0,1.0,1.0,1.0,1.0,1.0,11020,1
1951,colinhacks,zod,0.07692307692,1.0,1.0,1.0,1.0,1.0,2103,1
1952,ArjunSharda,Searchor,0.07142857143,1.0,1.0,1.0,1.0,1.0,575,1
1953,hashicorp,go-getter,0.4229166667,1.0,1.0,1.0,1.0,1.0,571,8
1954,SagerNet,sing-box,0.25,1.0,1.0,1.0,1.0,1.0,1642,1
1955,chaijs,get-func-name,0.5,1.0,1.0,1.0,1.0,1.0,32,1
1956,charmbracelet,soft-serve,0.5416666667,1.0,1.0,1.0,1.0,1.0,848,2
1957,open-telemetry,opentelemetry-python-contrib,0.03703703704,1.0,1.0,1.0,1.0,1.0,2366,1
1958,Consensys,gnark,0.2345679012,1.0,1.0,1.0,1.0,1.0,3514,3
1959,dromara,Sa-Token,0.08333333333,1.0,1.0,1.0,1.0,1.0,2097,1
1960,xwiki-contrib,application-changerequest,0.007659007659,0.5,1.0,1.0,1.0,1.0,855,2
1961,fonttools,fonttools,0.07142857143,1.0,1.0,1.0,1.0,1.0,24854,1
1962,xwikisas,identity-oauth,0.0625,1.0,1.0,1.0,1.0,1.0,125,1
1963,go-resty,resty,0.5,1.0,1.0,1.0,1.0,1.0,637,1
1964,mojocn,base64Captcha,0.3333333333,1.0,1.0,1.0,1.0,1.0,236,1
1965,webauthn4j,webauthn4j-spring-security,0.125,1.0,1.0,1.0,1.0,1.0,5548,1
1966,ni,measurementlink-python,0.25,1.0,1.0,1.0,1.0,1.0,823,1
1967,pdm-project,pdm,0.05555555556,1.0,1.0,1.0,1.0,1.0,2999,1
1968,relative,synchrony,0.1428571429,1.0,1.0,1.0,1.0,1.0,138,1
1969,DedSecInside,TorBot,0.008695652174,0.0,1.0,1.0,1.0,1.0,965,1
1970,ydb-platform,ydb-go-sdk,0.03703703704,1.0,1.0,1.0,1.0,1.0,5866,1
1971,clickbar,dot-diver,0.1666666667,1.0,1.0,1.0,1.0,1.0,131,1
1972,madler,zlib,0.07692307692,1.0,1.0,1.0,1.0,1.0,708,1
1973,tauri-apps,tauri,0.3333333333,1.0,1.0,1.0,1.0,1.0,5309,1
1974,sbt,io,0.3333333333,1.0,1.0,1.0,1.0,1.0,993,1
1975,nats-io,nkeys,0.5,1.0,1.0,1.0,1.0,1.0,150,1
1976,entronad,crypto-es,0.5,1.0,1.0,1.0,1.0,1.0,72,1
1977,man-group,dtale,0.275297619,1.0,1.0,1.0,1.0,1.0,828,4
1978,browserify,browserify-sign,0.5,1.0,1.0,1.0,1.0,1.0,170,1
1979,plotly,plotly.js,0.3333333333,1.0,1.0,1.0,1.0,1.0,27403,1
1980,free5gc,udm,0.2,1.0,1.0,1.0,1.0,1.0,122,1
1981,osrg,gobgp,0.04166666667,1.0,1.0,1.0,1.0,1.0,3213,1
1982,jenkinsci,warnings-ng-plugin,0.02040816327,1.0,1.0,1.0,1.0,1.0,9413,1
1983,getsentry,sentry-javascript,0.00674645867,0.0,1.0,1.0,1.0,1.0,11111,2
1984,cubefs,cubefs,0.01341639066,0.75,1.0,1.0,1.0,1.0,8369,4
1985,apache,shiro,0.02857142857,1.0,1.0,1.0,1.0,1.0,3880,1
1986,evershopcommerce,evershop,0.002705817142,0.0,1.0,1.0,1.0,1.0,1794,2
1987,chaosblade-io,chaosblade,0.125,1.0,1.0,1.0,1.0,1.0,286,1
1988,open-telemetry,opentelemetry-go-contrib,0.02941176471,1.0,1.0,1.0,1.0,1.0,2370,1
1989,zitadel,zitadel,0.1442307692,1.0,1.0,1.0,1.0,1.0,3542,2
1990,sigstore,gitsign,0.3333333333,1.0,1.0,1.0,1.0,1.0,515,1
1991,remarshal-project,remarshal,1.0,1.0,1.0,1.0,1.0,1.0,343,1
1992,bandoche,PyPinkSign,0.03448275862,1.0,1.0,1.0,1.0,1.0,165,1
1993,strapi-community,strapi-plugin-protected-populate,0.5,1.0,1.0,1.0,1.0,1.0,66,1
1994,nearform,fast-jwt,0.2,1.0,1.0,1.0,1.0,1.0,358,1
1995,xwiki-contrib,application-admintools,0.06397306397,1.0,1.0,1.0,1.0,1.0,336,2
1996,jupyterhub,dockerspawner,0.07142857143,1.0,1.0,1.0,1.0,1.0,727,1
1997,apache,drill,0.25,1.0,1.0,1.0,1.0,1.0,6027,1
1998,apache,seatunnel-web,0.05882352941,1.0,1.0,1.0,1.0,1.0,2313,1
1999,webmproject,libwebp,0.3333333333,1.0,1.0,1.0,1.0,1.0,4920,1
2000,ubertidavide,fastbots,0.0125,1.0,1.0,1.0,1.0,1.0,151,1
2001,cjvnjde,google-translate-api-browser,0.05882352941,1.0,1.0,1.0,1.0,1.0,136,1
2002,knative,serving,0.003773584906,0.0,1.0,1.0,1.0,1.0,9291,1
2003,TeraTermProject,teraterm,0.008333333333,0.0,1.0,1.0,1.0,1.0,7656,1
2004,patriksimek,vm2,0.1155208989,1.0,1.0,1.0,1.0,1.0,467,9
2005,lestrrat-go,jwx,0.1611111111,1.0,1.0,1.0,1.0,1.0,2040,3
2006,iterative,PyDrive2,0.5,1.0,1.0,1.0,1.0,1.0,425,1
2007,free5gc,amf,0.5,1.0,1.0,1.0,1.0,1.0,271,1
2008,vektah,gqlparser,0.07692307692,1.0,1.0,1.0,1.0,1.0,451,1
2009,johannschopplich,nuxt-api-party,0.0625,1.0,1.0,1.0,1.0,1.0,530,1
2010,apache,solr,0.01510685335,0.5,1.0,1.0,1.0,1.0,52189,2
2011,SAP,cloud-security-services-integration-library,0.007518796992,0.0,1.0,1.0,1.0,1.0,2762,1
2012,SAP,cloud-pysec,0.1666666667,1.0,1.0,1.0,1.0,1.0,211,1
2013,SAP,cloud-security-client-go,0.1111111111,1.0,1.0,1.0,1.0,1.0,315,1
2014,jline,jline3,1.0,1.0,1.0,1.0,1.0,1.0,2800,1
